2	100 	1
0 	0 	0	0	0	1500	0	0	0
1 	1 	1	10	0	100	1	0	21
2 	1 	2	20	0	100	1	0	22
3 	1 	3	10	0	100	1	0	23
4 	1 	4	20	0	100	1	0	24
5 	1 	5	10	0	100	1	0	25
6 	-1 	1	20	0	100	1	0	26
7 	-1 	2	10	0	100	1	0	27
8 	-1 	3	20	0	100	1	0	28
9 	-1 	4	10	0	100	1	0	29
10 	-1 	5	20	0	100	1	0	30
11 	1 	-1	10	0	100	1	0	31
12 	1 	-2	20	0	100	1	0	32
13 	1 	-3	10	0	100	1	0	33
14 	1 	-4	20	0	100	1	0	34
15 	1 	-5	10	0	100	1	0	35
16 	-1 	-1	20	0	100	1	0	36
17 	-1 	-2	10	0	100	1	0	37
18 	-1 	-3	20	0	100	1	0	38
19 	-1 	-4	10	0	100	1	0	39
20 	-1 	-5	20	0	100	1	0	40
21 	2 	1	-10	0	100	1	1	0
22 	2 	2	-20	0	100	1	2	0
23 	2 	3	-10	0	100	1	3	0
24 	2 	4	-20	0	100	1	4	0
25 	2 	5	-10	0	100	1	5	0
26 	-2 	1	-20	0	100	1	6	0
27 	-2 	2	-10	0	100	1	7	0
28 	-2 	3	-20	0	100	1	8	0
29 	-2 	4	-10	0	100	1	9	0
30 	-2 	5	-20	0	100	1	10	0
31 	2 	-1	-10	0	100	1	11	0
32 	2 	-2	-20	0	100	1	12	0
33 	2 	-3	-10	0	100	1	13	0
34 	2 	-4	-20	0	100	1	14	0
35 	2 	-5	-10	0	100	1	15	0
36 	-2 	-1	-20	0	100	1	16	0
37 	-2 	-2	-10	0	100	1	17	0
38 	-2 	-3	-20	0	100	1	18	0
39 	-2 	-4	-10	0	100	1	19	0
40 	-2 	-5	-20	0	100	1	20	0
