#  ndepot: 11
#   ndump: 4
# npickup: 500
#
# trash collection test problem
#
# type: 0:  vehicle
#       1:  dump
#       2:  pickup
#
# For vehicles:
#   demand - is vehicle capcity
#   x,y - vehicle home location
#   tw_open - start time for the vehicle
#   tw_close - time vechile must be home
#   service - NA
#
# For dump facilities:
#   demand - NA
#   x,y - location of the dump
#   tw_open - time dump opens
#   tw_close - time dump closes
#   service - time to service the dump
#
# For pickup locations
#   demand - potential load to add to vehicle
#   x,y - location of pickup
#   tw_open - earliest pickup time
#   tw_close - latest pickup time
#   service - time to service the pickup
#
# Times are in minutes from 0 hour (mid-night)
#
#nid    type    x       y       demand  tw_open tw_close        service
0 0 17.7886001913073 41.7420032149437 5000 0 1440 0
1 0 -32.0900286936855 -5.05211025539296 5000 0 1440 0
2 0 -67.8238396741868 -66.6331092856154 5000 0 1440 0
3 0 72.2463521914214 60.4339212726856 5000 0 1440 0
4 0 18.309987055256 -80.2057811872601 5000 0 1440 0
5 0 -24.688908268255 0.32317768590957 5000 0 1440 0
6 0 98.3282198723806 11.7275593965616 5000 0 1440 0
7 0 -34.7897674741951 43.3990799065427 5000 0 1440 0
8 0 -70.3209506404498 48.958462779234 5000 0 1440 0
9 0 -97.5946930574629 -53.0348264464905 5000 0 1440 0
10 0 96.9711776957219 -84.0393994373613 5000 0 1440 0
11 1 -55.4500367885971 -18.592269722258 0 0 1440 30
12 1 -45.6832762021399 -50.7308006638937 0 0 1440 30
13 1 27.4415422885987 -58.6915695302125 0 0 1440 30
14 1 -42.2320532307275 -30.4226685489397 0 0 1440 30
15 2 39.7484426728276 45.731152684526 100 0 1440 5
16 2 -46.0211450691297 -68.4233931070423 100 0 1440 5
17 2 -69.1924362867645 46.0876873641737 100 0 1440 5
18 2 44.3759964711184 40.3811200865874 100 0 1440 5
19 2 44.1407627275048 -2.87215204167097 100 0 1440 5
20 2 34.2510541664588 63.220459816489 100 0 1440 5
21 2 61.3291599297405 -61.2672161613588 100 0 1440 5
22 2 29.2678531962544 0.415501821206021 100 0 1440 5
23 2 99.0483402556713 85.0741189857658 100 0 1440 5
24 2 49.5096003048168 55.0298845282953 100 0 1440 5
25 2 -55.4299048331679 -96.7813392124057 100 0 1440 5
26 2 0.60516694784738 43.715831336462 100 0 1440 5
27 2 0.666382915783714 -6.58334306967419 100 0 1440 5
28 2 45.5175711016359 62.9656403218974 100 0 1440 5
29 2 -10.9772749389357 -55.7562622122234 100 0 1440 5
30 2 -52.2699353893721 9.18502674784634 100 0 1440 5
31 2 -77.979637266538 41.7305794194007 100 0 1440 5
32 2 60.9269578024858 -55.208112210363 100 0 1440 5
33 2 -23.2567692256659 -45.0072292261765 100 0 1440 5
34 2 91.5640731095358 -93.8907250481435 100 0 1440 5
35 2 13.5962338920926 22.1741804622681 100 0 1440 5
36 2 -5.69092289849138 -84.5152797499395 100 0 1440 5
37 2 -13.100511085387 -81.6268939849166 100 0 1440 5
38 2 -72.8185418432552 46.2748798563581 100 0 1440 5
39 2 -51.211806446782 28.3894643646576 100 0 1440 5
40 2 9.9371574775553 4.65504606641503 100 0 1440 5
41 2 93.8636573380244 76.4960589093349 100 0 1440 5
42 2 28.0503867901906 -50.6572523651272 100 0 1440 5
43 2 -85.9031529651652 16.005348405524 100 0 1440 5
44 2 3.39653936088737 35.083722246884 100 0 1440 5
45 2 -94.1043805896051 64.3079586090224 100 0 1440 5
46 2 24.911884406729 -92.9176843545832 100 0 1440 5
47 2 9.04970117572859 23.5582315416522 100 0 1440 5
48 2 -22.8005089164292 13.5371522171852 100 0 1440 5
49 2 66.1274918064031 -29.3417880043634 100 0 1440 5
50 2 -83.0068805069537 -32.7379558454851 100 0 1440 5
51 2 -82.8950277860322 -21.8475610942804 100 0 1440 5
52 2 -13.0667949333137 53.3518731561571 100 0 1440 5
53 2 24.4734634244502 -36.2754469821354 100 0 1440 5
54 2 -0.771888242550034 -70.561097492984 100 0 1440 5
55 2 36.3387570076831 11.9408643634401 100 0 1440 5
56 2 10.0711011974802 32.8469707849592 100 0 1440 5
57 2 -92.7467045046207 97.5984559091344 100 0 1440 5
58 2 -3.61447813433742 -67.4154061176665 100 0 1440 5
59 2 17.5046789262574 23.5139458954151 100 0 1440 5
60 2 62.4291268495831 -65.5565279994903 100 0 1440 5
61 2 -39.268124536833 2.96650330017911 100 0 1440 5
62 2 83.4797434837448 -41.5684247222629 100 0 1440 5
63 2 47.0941822400498 32.5429210693173 100 0 1440 5
64 2 -58.6496945005813 6.44017824378693 100 0 1440 5
65 2 25.4412797157123 -42.7936872577547 100 0 1440 5
66 2 -58.4319191687278 74.6172418593204 100 0 1440 5
67 2 34.3147113367813 96.5311223680303 100 0 1440 5
68 2 -89.9476516080703 -57.2842850063807 100 0 1440 5
69 2 10.0658627438484 -72.1515623434286 100 0 1440 5
70 2 49.0133574478911 98.1499573212687 100 0 1440 5
71 2 -86.5579264072956 -14.7151153606288 100 0 1440 5
72 2 54.1747062087445 -14.8031147234121 100 0 1440 5
73 2 -23.1650471932973 -11.7615287742396 100 0 1440 5
